type,category,item_id,item_name_en,item_description_en,item_name_fr,item_description_fr
enemies,Monsters,Enemy_Lizalfos_Middle,Blue Lizalfos,"These quick-witted, lizard-like monsters can be found all over Hyrule. Compared to the green Lizalfos, many of these carry much stronger weapons and are extremely dangerous with their longer and sharper horn.",Lézalfos bleu,"Monstre-lézard vif et sournois présent sur tout le territoire d'Hyrule. Comparé au Lézalfos vert, ce spécimen est beaucoup plus robuste et souvent bien mieux équipé."
enemies,Monsters,Enemy_Lizalfos_Senior,Black Lizalfos,"A quick-witted, lizard-like species of monster found all over Hyrule. Their sharpened horn cuts like a knife, so be cautious even if they're not carrying a weapon. They are among the most dangerous Lizalfos, with high stamina.",Lézalfos noir,"Monstre-lézard vif et sournois présent sur tout le territoire d'Hyrule. Extrêmement résistante et souvent puissamment armée, cette créature compte parmi les plus dangereuses de l'espèce des Lézalfos."
enemies,Monsters,Enemy_Lizalfos_Bone_Junior,Stalizalfos,"The remains of Lizalfos appear in the dark. They're as sly as ever—even now that they're just some bones stacked atop each other—and still possess blade-like sharp horns. If a skull remains intact, they will pull themselves back up and continue to fight.",Stalézalfos,"Ce squelette de Lézalfos apparaît dans les ténèbres. S'il n'a rien perdu de sa fourberie, son corps fragile peut être brisé en un coup. Sa corne acérée est cependant restée intacte, et il peut continuer à se battre tant que son crâne n'est pas détruit."
enemies,Monsters,Enemy_Lizalfos_Fire,Fire-Breath Lizalfos,"These quick-witted, lizard-like monsters can be found all over Hyrule. Their fiery breath makes them pretty dangerous, but exposure to cold will kill them instantly. The lava-like horn retains extreme heat and burns anything that touches it. They mainly live in volcanic regions.",Lézalfos de feu,"Monstre-lézard vif et sournois présent sur tout le territoire d'Hyrule. Cette espèce très dangereuse a la particularité de cracher des flammes. Adapté aux températures extrêmes des régions volcaniques où il vit, le contact du froid lui est fatal. Sa corne qui semble faite de lave retient une chaleur extrême et brûle tout ce qu'elle touche."
enemies,Monsters,Enemy_Lizalfos_Ice,Ice-Breath Lizalfos,"A quick-witted, lizard-like species of monster found all over Hyrule. They are a troublesome species that spit balls of ice and store freezing power inside their pale horns, but will die instantly if touched by fire. They live mainly on snowy mountains.",Lézalfos de glace,"Monstre-lézard vif et sournois présent sur tout le territoire d'Hyrule. Cette espèce très dangereuse a la particularité de cracher des boules de glace. Adapté aux températures extrêmes de la haute montagne où il vit, le contact du feu lui est fatal. Sa corne pâle renferme un froid glacial qui peut geler tout ce qu'elle touche."
enemies,Monsters,Enemy_Lizalfos_Electric,Electric Lizalfos,"These quick-witted, lizard-like monsters can be found all over Hyrule. They can emit strong electrical currents from their bodies, so don't get too close. Their horns are brimming with electricity, which will discharge and arc to nearby areas if struck by an arrow. They live in desert climates.",Lézalfos électrique,"Monstre-lézard vif et sournois présent sur tout le territoire d'Hyrule. Cette espèce dangereuse, que l'on trouve principalement dans les régions désertiques, a la particularité d'émettre un puissant courant électrique, notamment par sa corne. Touchée par une flèche, celle-ci libère une décharge très violente sur toute une zone."
enemies,Monsters,Enemy_Lizalfos_Dark,Silver Lizalfos,"These Lizalfos have been influenced by the Demon King's fiendish magic to become the mightiest of all Lizalfos. They're called ""silver"" for their unique coloring and also to denote their rarity. Their horns, turned ominous by the Demon King's influence, can cut anything with the slightest touch.",Lézalfos d'argent,"Sous l'influence maléfique du roi démon, cette espèce est devenue la plus forte de tous les Lézalfos. Son nom fait référence aussi bien à sa couleur qu'à sa rareté. Renforcée par de sombres pouvoirs, sa sinistre corne peut tout entailler au moindre contact."
enemies,Monsters,Enemy_Horablin_Junior,Horriblin,"After the Upheaval, these monsters began appearing in Hyrule's cave systems. They have sturdy horns that are perfect for crushing rocks and strong muscles that allow them to traverse cave walls and ceilings as easily as if they were walking on the ground. They often hang from ceilings, waiting for prey.",Trogloblin,"Cette nouvelle espèce de monstre a élu domicile dans les grottes d'Hyrule peu après le cataclysme. Doté d'une corne solide capable de briser la pierre, il évolue sans mal le long des parois rocheuses grâce à ses membres noueux. Sa méthode de chasse préférée consiste à se laisser pendre du plafond en attendant qu'une proie passe à sa portée."
enemies,Monsters,Enemy_Horablin_Middle,Blue Horriblin,"After the Upheaval, these monsters began appearing in Hyrule's cave systems. Compared to the red variety, they have more stamina and more developed limbs, enabling them to hurl large rocks with ease.",Trogloblin bleu,"Cette nouvelle espèce de monstre a élu domicile dans les grottes d'Hyrule peu après le cataclysme. Plus fort et résistant que le spécimen aux poils orangés, il n'hésite pas à soulever de pesants rochers afin de s'en servir comme projectiles."
enemies,Monsters,Enemy_Horablin_Senior,Black Horriblin,"After the Upheaval, these monsters began appearing in Hyrule's cave systems. Because of the inordinate amount of time they spend moving along cave walls and ceilings, they have developed great strength in their mighty arms. This variety poses a huge threat to even the most experienced adventurers.",Trogloblin noir,Cette nouvelle espèce de monstre a élu domicile dans les grottes d'Hyrule peu après le cataclysme. Sa musculature développée par la pratique constante du déplacement mural fait de lui un adversaire dangereux qu'il serait imprudent de sous-estimer.
enemies,Monsters,Enemy_Horablin_Dark,Silver Horriblin,"The mightiest of the cave masters. The purple markings on their bodies are due to the overwhelming magic power of the Demon King. Their tough bodies and horns have been strengthened beyond the levels seen in their lesser relatives, making these monsters more dangerous than others of their ilk.",Trogloblin d'argent,"Le plus puissant des Trogloblins des cavernes. Les poils violets maculant son épiderme trahissent l'influence du roi démon. À l'image du reste de son corps, sa terrible corne a encore gagné en puissance, ce qui fait de lui le plus dangereux de son espèce."
enemies,Monsters,Enemy_Lynel_Junior,Lynel,"These fearsome monsters have lived in Hyrule since ancient times. They possess intense intelligence and resilience, as well as a piercing horn, making them among the most dangerous monsters in all the land. This is compounded by their natural resistance to all elements. Only challenge a Lynel if you're very well prepared.",Lynel,"Monstre mi-homme, mi-bête présent sur tout le territoire d'Hyrule depuis la nuit des temps. Cette espèce redoutable, à la fois résistante et intelligente, se caractérise par sa corne tranchante comme une lame. Le feu, la glace et l'électricité n'ont que peu d'effet sur lui. Un combat contre cette créature se prépare avec soin."
enemies,Monsters,Enemy_Lynel_Middle,Blue-Maned Lynel,"These fearsome monsters have lived in Hyrule since ancient times. Compared to the standard Lynel, those with blue manes are much tougher, with much sharper horns. Facing off against a Lynel is ill-advised, but if you must, be sure you're very well prepared.",Lynel bleu,"Monstre mi-homme, mi-bête présent sur tout le territoire d'Hyrule depuis la nuit des temps. Plus résistant encore que le Lynel rouge, ce spécimen est également équipé d'armes plus puissantes. Un combat contre cette créature se prépare avec soin."
enemies,Monsters,Enemy_Lynel_Senior,White-Maned Lynel,"These hooved monsters are said to have lived all over Hyrule since ancient times and are known to be especially dangerous. They are extremely intelligent and resilient and bear very powerful horns. There is very little eyewitness information, because few who encounter them return alive.",Lynel blanc,"Monstre mi-homme, mi-bête présent sur tout le territoire d'Hyrule depuis la nuit des temps. Résistant, intelligent et équipé d'armes puissantes, ce spécimen cracheur de feu compte parmi les plus redoutés des Lynels. Rares sont les miraculés qui ont survécu à sa fureur destructrice."
enemies,Monsters,Enemy_Lynel_Dark,Silver Lynel,"Silver Lynels are not to be trifled with. The Demon King's fiendish magic has made them the strongest of the Lynel species, beyond even the deadly white-maned variety. Their powerful horns can slice through almost anything. Think of their purple stripes as a warning to keep away.",Lynel d'argent,"Le plus fort de tous les Lynels, encore bien plus résistant qu'un Lynel blanc. La puissance maléfique du roi démon est la cause des motifs violacés qui parcourent son corps et donne à sa corne un tel tranchant qu'elle peut tout sectionner."
enemies,Monsters,Enemy_Zonau_Robot_Junior,Soldier Construct I,A standard-issue combat construct made by the Zonai with ancient techniques and magic. It faithfully obeys commands and tries to root out any being it deems to be an enemy. The decoration on its head is sharp and cuts like a blade.,Golem soldat,"Ce Golem fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie est le modèle de combat standard. Obéissant aveuglément aux ordres reçus, il considère toute créature qui l'approche comme un ennemi et cherche à l'éliminer. La corne qu'il porte sur la tête est aussi acérée que le tranchant d'un couteau."
enemies,Monsters,Enemy_Zonau_Robot_Middle,Soldier Construct II,A mid-tier combat construct made by the Zonai with ancient techniques and magic. It faithfully obeys commands and tries to root out any being it deems to be an enemy. The heavy decoration on its head can be swung like an axe in slash attacks.,Golem caporal,"Ce Golem fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie est un modèle de combat plus évolué et promu au grade de caporal. Obéissant aveuglément aux ordres reçus, il considère toute créature qui l'approche comme un ennemi et cherche à l'éliminer. La corne tranchante sur sa tête peut lui servir à asséner des coups à la manière d'une hache."
enemies,Monsters,Enemy_Zonau_Robot_Senior,Soldier Construct III,"An upper-tier combat construct made by the Zonai with ancient techniques and magic. It faithfully obeys commands and tries to root out any being it deems to be an enemy. The decoration on its head, designed to intimidate foes, becomes a powerful weapon when swung around.",Golem sergent,"Ce Golem fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie est un modèle de combat plus évolué et promu au grade de sergent. Obéissant aveuglément aux ordres reçus, il considère toute créature qui l'approche comme un ennemi et cherche à l'éliminer. La corne tranchante sur sa tête a une taille imposante et il peut s'en servir comme d'une arme pour asséner de puissants coups."
enemies,Monsters,Enemy_Zonau_Robot_Dark,Soldier Construct IV,"A sophisticated variant of the combat construct made by the Zonai with ancient techniques and magic. Unlike lower-ranked Soldier Constructs, its body sports a striking golden color. Comes equipped with excellent attack power and endurance, not to mention a majestic decoration on its head.",Golem major,"Ce Golem fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie est un modèle de combat plus évolué et promu au grade de major. Il se différencie des autres Golems militaires par son corps doré, sa très grande résistance et ses excellentes aptitudes au combat. La corne tranchante qu'il porte sur la tête inspire autant l'admiration par sa splendeur que la crainte par la menace qu'elle représente."
enemies,Monsters,Enemy_Zonau_Golem_Junior,Captain Construct I,"An elite Soldier Construct, hence its ""captain"" title. Made by the Zonai with advanced techniques and magic. As a standard-rank member of the captain class, its combat functions are more sophisticated than those of Soldier Constructs. It can use Fuse to enhance its weapons.",Golem lieutenant,"Ce Golem militaire d'élite, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie, a été promu officier avec le grade de lieutenant. Au premier échelon des Golems supérieurs, il fait preuve de meilleures aptitudes au combat que les Golems subalternes et peut utiliser Amalgame pour améliorer ses armes."
enemies,Monsters,Enemy_Zonau_Golem_Middle,Captain Construct II,"An elite Soldier Construct, hence its ""captain"" title. Made by the Zonai with advanced techniques and magic. Compared to standard Captain Constructs, it has some upgrades, including enhanced endurance and more powerful weapons.",Golem capitaine,"Ce Golem militaire d'élite, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie, a été promu officier avec le grade de capitaine. Il possède une plus grande résistance et de meilleures armes qu'un Golem lieutenant."
enemies,Monsters,Enemy_Zonau_Golem_Senior,Captain Construct III,"An elite Soldier Construct, hence its ""captain"" title. Made by the Zonai with advanced techniques and magic. A powerful Captain Construct. It has high durability and extremely advanced combat patterns. Equipped with a variety of sword techniques.",Golem commandant,"Ce Golem militaire d'élite, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie, a été promu officier avec le grade de commandant. Plus puissant que ses subalternes, il est aussi plus résistant et maîtrise des techniques de combat très avancées, notamment à l'escrime."
enemies,Monsters,Enemy_Zonau_Golem_Dark,Captain Construct IV,"An elite Soldier Construct, hence its ""captain"" title. Made by the Zonai with advanced techniques and magic. Stands above all of its peers, as signified by its golden body. In endurance and sheer combat ability, it exceeds all other Captain Constructs, making it the mightiest of all.",Golem colonel,"Ce Golem militaire d'élite, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie, a été promu officier avec le grade de colonel. C'est le plus gradé des Golems supérieurs et son corps tout entier est recouvert d'or. Sa résistance et ses aptitudes au combat surpassent de loin celles des autres Golems supérieurs, ce qui en fait un redoutable adversaire."
enemies,Monsters,Enemy_CDungeon_Practice,Training Construct,The Zonai employed advanced technology and magic to create this instructional construct. Its color indicates that it is equipped with special combat-training functions. It is even capable of using Fuse to modify and strengthen its weapons.,Golem supérieur spécial,"Ce Golem militaire d'élite, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie, est un modèle de combat conçu pour l'entraînement. Son corps blanc signale qu'il dispose de fonctions spéciales conçues à cet effet. Il peut utiliser Amalgame pour améliorer ses armes."
enemies,Monsters,Enemy_Zonau_BlockMaster_Junior,Flux Construct I,"A construct composed of interconnected blocks, made by the Zonai with advanced techniques and magic. It can rearrange the blocks to change its shape at will. To provide sufficient energy to power its gigantic form, this construct contains a massive store of Zonai charge.",Golemax,"Gigantesque Golem formé de blocs, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie. Il peut librement réarranger ses blocs pour changer de forme, mais il lui faut beaucoup d'énergie pour déplacer son corps massif. Il stocke donc en lui une énorme quantité d'orbes d'énergie soneau qui lui servent de carburant."
enemies,Monsters,Enemy_Zonau_BlockMaster_Middle,Flux Construct II,"A construct composed of interconnected blocks, made by the Zonai with advanced techniques and magic. This model has been upgraded to process complex commands and assume modified shapes. To provide sufficient energy to power its gigantic form, this construct contains a massive store of Zonai charge.",Golemax amélioré,"Gigantesque Golem formé de blocs, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie. Sa conception améliorée lui permet d'exécuter des ordres complexes. Il en existe de différentes formes, mais tous ces Golems ont besoin de beaucoup d'énergie pour déplacer leur corps massif et stockent donc une énorme quantité d'orbes d'énergie soneau qui leur servent de carburant."
enemies,Monsters,Enemy_Zonau_BlockMaster_Senior,Flux Construct III,"A construct composed of interconnected blocks, made by the Zonai with advanced techniques and magic. This model has increased defenses to protect its vulnerable core. Can change shape in order to block attacks. To provide sufficient energy to power its gigantic form, this construct contains a massive store of Zonai charge.",Golemax ultime,"Gigantesque Golem formé de blocs, fabriqué par les Soneaus grâce à leur technologie avancée et leur puissante magie. Sa défense a été améliorée pour protéger au mieux son point faible, le noyau, grâce aux changements de forme qu'il opère dès qu'on l'attaque. Il lui faut cependant beaucoup d'énergie pour déplacer son corps massif. Il stocke donc une énorme quantité d'orbes d'énergie soneau qui lui servent de carburant."
enemies,Monsters,Enemy_Assassin_Junior,Yiga Footsoldier,"The lowest-ranked members of the Yiga Clan. They've been dispatched all across Hyrule with a single task: seek out and kill Princess Zelda and Link. They're a crafty bunch, sometimes disguising themselves as simple travelers or villagers to get the jump on you. Be wary of suspicious people you encounter. They're very agile, and their weapons of choice are bows and swords.",Sous-fifre yiga,"Ce sous-fifre du gang des Yigas a reçu pour mission de trouver la princesse Zelda et Link et de les éliminer. Très agile et passé maître dans l'art du déguisement, il aime attaquer par surprise aussi bien à l'arc qu'à l'épée. Mieux vaut se méfier des voyageurs et des marchands à l'air louche..."
enemies,Monsters,Enemy_Assassin_Middle,Yiga Blademaster,"These are the elite soldiers of the Yiga Clan. Equipped with blades of wind-cleaving power, they are extremely agile despite their bulky build. At this Yiga Clan rank, they have mastered a technique that allows them to manipulate the very earth. By striking the ground, they can raise stone pillars and unleash a blast of air.",Officier yiga,"Soldat du gang des Yigas, il fait preuve d'une grande agilité malgré sa carrure imposante. Armé de son sabre tranchant, il est capable de faire jaillir de terre des colonnes d'air et de véritables piliers de pierre."
enemies,Monsters,Enemy_Assassin_Senior,Master Kohga,"The leader of the Yiga Clan, who worship the Demon King. His larger-than-life presence makes him popular and deeply respected. After the Upheaval, Kohga latched on to Zonai devices as a way to increase his power. He had his underlings use the technology to make a variety of bizarre and deadly contraptions to kill you with.",Le grand Kohga,"Chef suprême du gang des Yigas, les ennemis jurés du royaume d'Hyrule. Ses pouvoirs ésotériques lui ont gagné le respect de ses disciples. Il a désormais jeté son dévolu sur les artéfacts soneaus comme source de pouvoir et utilise de nombreux véhicules développés lors de ses recherches pour vous attaquer."
enemies,Monsters,Enemy_Golem_Little,Stone Pebblit,"A very young Stone Talus. Their bodies toughen as they mature, becoming as tough as boulders by adulthood. As a child, however, their bodies are light enough to be lifted and fragile enough to break when thrown.",Tilhorok,"Spécimen immature de Lithorok. À ce stade de sa croissance, son corps n'a pas encore sa robustesse caractéristique. Soulevé et jeté à terre, il a toutes les chances de se briser en petits morceaux."
enemies,Monsters,Enemy_Golem_Little_Fire,Igneo Pebblit,"A very young Igneo Talus. Their bodies toughen as they mature and convert fully into lava by adulthood. As a child, however, while still covered in fire, their bodies are fragile and light enough to be blown away by a bomb's blast.",Migrok,"Spécimen immature de Magrok. À ce stade de sa croissance, le magma qui constitue son corps ne s'est pas encore solidifié. Face au souffle d'une explosion, il a toutes les chances d'être propulsé dans les airs."
enemies,Monsters,Enemy_Golem_Little_Ice,Frost Pebblit,"A very young Frost Talus. Their bodies toughen and frost over as they mature, becoming entirely made of ice by adulthood. As a child, however, their bodies are awfully fragile and are light enough to be blown away by a bomb's blast.",Givrok,"Spécimen immature de Cryorok. À ce stade de sa croissance, la glace qui constitue son corps n'a pas encore totalement pris. Face au souffle d'une explosion, il a toutes les chances d'être propulsé dans les airs."
enemies,Monsters,Enemy_Golem_Junior,Stone Talus,"This enormous monster is naturally camouflaged as a rock formation. Neither sword nor arrow can pierce its stony form, but a cunning adventurer knows to scale its body and attack the ore sprouting from its peak. Lives not only in meadows and rocky areas but also plains.",Lithorok,Ce monstre géant ressemble à s'y méprendre à un gros rocher. Son corps est si dur qu'il est insensible aux lames et aux flèches. Il serait plus efficace de grimper sur sa tête et d'y attaquer le dépôt de minerai qui la surmonte. On le rencontre aussi bien dans les zones rocheuses qu'au milieu des plaines.
enemies,Monsters,Enemy_Golem_Middle,Stone Talus (Luminous),"This enormous monster is naturally camouflaged as a rock formation. Neither sword nor arrow can pierce its stony form, but a cunning adventurer knows to scale its body and attack the ore sprouting from its peak. Stronger than your average Stone Talus, and unlike that creature, its ore deposit consists mostly of luminous stone.",Lithorok nox,Ce monstre géant ressemble à s'y méprendre à un gros rocher. Son corps est si dur qu'il est insensible aux lames et aux flèches. Il se distingue des autres membres de son espèce par le gisement riche en gemmes nox qui surmonte sa tête. Celui-ci le rend plus résistant que ses congénères.
enemies,Monsters,Enemy_Golem_Senior,Stone Talus (Rare),"This enormous monster is naturally camouflaged as a rock formation. Neither sword nor arrow can pierce its stony form, but a cunning adventurer knows to scale its body and attack the ore sprouting from its peak. Unlike your average Stone Talus, this type's ore deposit contains a large amount of precious ore, making it a rare find.",Lithorok rare,"Ce monstre géant ressemble à s'y méprendre à un gros rocher. Son corps est si dur qu'il est insensible aux lames et aux flèches. Il se distingue des autres membres de son espèce par le gisement riche en minerai précieux qui surmonte sa tête. Si vous avez la chance de le rencontrer, la fortune vous tend les bras !"
enemies,Monsters,Enemy_Golem_Fort_A,Battle Talus,Monsters have built structures onto this Talus to create what might be called a moving fort. Its body is reinforced with wooden planks to keep away enemies. It can't be easily climbed.,Lithorok fortifié,Des monstres ont transformé ce Lithorok en une véritable forteresse ambulante en y installant des plateformes en bois permettant de tenir tout ennemi à distance. L'escalader s'annonce bien difficile.
enemies,Monsters,Enemy_Golem_Fire,Igneo Talus,"This enormous monster is naturally camouflaged as molten rock. Neither sword nor arrow can pierce its fiery form. Merely touching its magma-hot body can burn you pretty badly, but you may be able to scale it if you can use something to chill its flames.",Magrok,"Ce monstre géant ressemble à s'y méprendre à un bloc de magma. Très dur, il est tout à fait insensible aux lames et aux flèches. Un simple contact avec son corps ardent peut vous coûter cher, mais il est possible de l'escalader une fois le monstre refroidi."
enemies,Monsters,Enemy_Golem_Ice,Frost Talus,"This enormous monster is naturally camouflaged as a frozen rock formation. Neither sword nor arrow can pierce its frigid form. Merely touching its frosty body can leave you with severe frostbite, but you may be able to scale it if you use something to thaw its icy exterior. Lives in cold, snowy regions.",Cryorok,"Ce monstre géant ressemble à s'y méprendre à un bloc de glace. Très dur, il est tout à fait insensible aux lames et aux flèches. Un simple contact avec son corps glacé peut vous coûter cher, mais il est possible de l'escalader en faisant fondre au préalable la couche de glace qui le recouvre. On le rencontre dans les régions très froides."
enemies,Monsters,Enemy_Giant_Junior,Hinox,"These giant, one-eyed monsters live mostly in the woods and have large, thick horns. Hinox are known for tearing entire trees from the ground and using them as weapons. Occasionally, they fall asleep on roads, presenting terrifying roadblocks for travelers. A deft hand can steal weapons from the necklaces they wear.",Hinox,"Ce cyclope d'Hyrule à la large corne vit le plus souvent dans les forêts, mais on le rencontre parfois endormi sur la route, au grand effroi des voyageurs. La prudence est de mise en combat où il peut faire preuve d'une grande brutalité, notamment en se battant à coup de troncs d'arbres. Il est possible de lui voler les armes qu'il porte autour du cou."
enemies,Monsters,Enemy_Giant_Middle,Blue Hinox,"These giant, one-eyed monsters live mostly in the woods, have giant horns, and possess a ferocity similar to that of their red brethren. They are also known for tearing entire trees from the ground and using them as weapons. They're stronger, though, and wear greaves that can be burnt away to expose their feet. A deft hand can steal weapons from the necklaces they wear.",Hinox bleu,"Ce cyclope d'Hyrule à la corne gigantesque vit surtout dans les forêts. La prudence est de mise en combat où il peut faire preuve d'une brutalité plus débridée encore que son cousin rouge, se battant lui aussi volontiers à coup de troncs d'arbres. La jambière qui le protège est inflammable. Il est possible de lui voler les armes qu'il porte autour du cou."
enemies,Monsters,Enemy_Giant_Senior,Black Hinox,"These giant, one-eyed monsters live mostly in the woods and have extremely hard horns. A keen awareness of your surroundings is paramount when facing one, as Hinox are known for tearing entire trees from the ground and using them as weapons. Black Hinox wear metal greaves that are too hard to break. A deft hand can steal weapons off the necklaces they wear.",Hinox noir,"Ce cyclope d'Hyrule à la corne dure comme l'acier vit surtout dans les forêts. La prudence est de mise en combat où il peut faire preuve d'une brutalité proprement dévastatrice, notamment quand il se bat à coup de troncs d'arbres. Sa jambière en métal ne peut pas être brisée. Il est possible de lui voler les armes qu'il porte autour du cou."
enemies,Monsters,Enemy_Giant_Bone,Stalnox,"The remains of a Hinox, a giant monster with only one eye. This skeletal beast appears in the dark and can throw its own rib bones at enemies. Furthermore, even if it appears defeated, it will keep coming back for more as long as its eye is left intact.",Stalhinox,"Ce squelette d'Hinox n'est actif que dans les ténèbres. La prudence est de mise en combat où il peut faire preuve d'une grande brutalité, notamment en envoyant ses propres côtes à la tête de ses adversaires. Il se relève tant que son œil reste intact."
enemies,Monsters,Enemy_Sandworm,Molduga,"This massive monster swims beneath the desert's sand. It spends most of its time submerged, but if it senses sound, it will breach the surface to feast on whatever it can grab. Running around carelessly can be dangerous if you suspect there may be one in the area.",Moldarquor,"Ces monstres géants aux airs de cétacés vivent sous le désert. Terrés dans le sable, ils guettent le moindre bruit pour sauter vers la surface et manger ce qu'ils y trouvent. En cas de rencontre avec l'un de ces spécimens, il est fortement recommandé de ne pas fuir en courant à l'aveugle."
enemies,Monsters,Enemy_Drake_Fire,Flame Gleeok,"This three-headed monster first appeared after the Upheaval. Fighting it alone is inadvisable, as its three heads will attack you all at once. Creates powerful flames within its body. When someone sets foot upon its turf, this beast will engulf the intruder and their surroundings in a fierce blaze.",Griock des flammes,"Ce monstre à trois têtes écume le ciel d'Hyrule depuis le cataclysme. Mieux vaut ne pas s'en prendre à lui sans assistance, car ses trois appendices attaquent de concert. Quiconque s'aventure sur son territoire sera la proie des puissants jets de flammes qu'il génère, jusqu'à finir entièrement carbonisé."
enemies,Monsters,Enemy_Drake_Ice,Frost Gleeok,"This three-headed monster first appeared after the Upheaval. Fighting it alone is inadvisable, as its three heads will attack you all at once. Creates blistering cold air within its body. When someone sets foot upon its turf, this beast will freeze the intruder and their surroundings in ice.",Griock des glaces,"Ce monstre à trois têtes écume le ciel d'Hyrule depuis le cataclysme. Mieux vaut ne pas s'en prendre à lui sans assistance, car ses trois appendices attaquent de concert. Quiconque s'aventure sur son territoire sera la proie du souffle verglaçant qu'il génère, jusqu'à finir congelé sur place."
enemies,Monsters,Enemy_Drake_Electric,Thunder Gleeok,"This three-headed monster first appeared after the Upheaval. Fighting it alone is inadvisable, as its three heads will attack you all at once. When someone sets foot upon its turf, this beast will unleash a salvo of lightning strikes, not letting up until the intruder is reduced to a pile of ashes.",Griock électrique,"Ce monstre à trois têtes écume le ciel d'Hyrule depuis le cataclysme. Mieux vaut ne pas s'en prendre à lui sans assistance, car ses trois appendices attaquent de concert. Quiconque s'aventure sur son territoire sera la proie des puissants éclairs qu'il génère, jusqu'à finir réduit en cendres."
enemies,Monsters,Enemy_Drake_Mix,King Gleeok,"This three-headed monster with lightning, fire, and ice attributes first appeared after the Upheaval. Fighting it alone is inadvisable, as it can launch coordinated elemental attacks with staggering brutality. You must be well-prepared to survive an entanglement with this beast.",Roi griock,"Ce monstre à trois têtes écume le ciel d'Hyrule depuis le cataclysme. Ses appendices maîtrisent chacun un élément différent : la foudre, le feu et la glace. La puissance de leurs attaques combinées est sans égale et mieux vaut ne pas s'en prendre à lui sans assistance. Si vous décidez de l'affronter, votre préparation devra être sans faille pour ne pas y laisser la vie."
enemies,Monsters,Enemy_Mogurudo_Baby_Junior,Little Frox,A very young Frox. Makes up for its diminutive size with powerful legs and by attacking in large numbers.,Minitracien,"Spécimen immature de Gigatracien. Il n'est pas très grand, mais ses jambes sont déjà puissantes, et il se déplace en groupe."
enemies,Monsters,Enemy_Mogurudo_Junior,Frox,"A large monster that dwells in the Depths. Despite its unwieldy body, it has incredibly powerful legs that it can use to leap from afar to capture prey. Its large mouth allows it to swallow whatever it hungers for in one gulp.",Gigatracien,"Gros monstre qui vit dans les profondeurs. En dépit de son corps massif, ses jambes extrêmement puissantes lui permettent de bondir sur ses proies dès qu'il les repère. Doté d'une large gueule et d'un féroce appétit, il ne fait qu'une bouchée de tout ce qu'il trouve à proximité."
enemies,Monsters,Enemy_Mogurudo_Middle,Obsidian Frox,"A large monster that dwells in the Depths. Has legs even more powerful than those of its green-colored counterpart, and it can leap from afar to capture distant enemies. Its large mouth allows it to swallow whatever it hungers for in one gulp.",Gigatracien anthracite,"Gros monstre qui vit dans les profondeurs. Ses jambes sont plus puissantes que celles des spécimens verts. Dès qu'il repère une proie, il saute dessus de loin pour la capturer. Doté d'une large gueule et d'un féroce appétit, il ne fait qu'une bouchée de tout ce qu'il trouve à proximité."
enemies,Monsters,Enemy_Mogurudo_Senior,Blue-White Frox,A large monster that dwells in the Depths. Has ore on its back to lure enemies. Can shake off enemies who climb atop it and then snatch them midair. Its large mouth allows it to swallow whatever it hungers for in one gulp.,Gigatracien opalin,"Gros monstre qui vit dans les profondeurs. Si un ennemi, attiré par le gisement de minerai sur son dos, commet l'erreur de l'escalader, il secoue tout son corps pour l'envoyer en l'air. Doté d'une large gueule et d'un féroce appétit, il ne fait qu'une bouchée de tout ce qu'il trouve à proximité."
enemies,Monsters,Enemy_Dragon_Fire,Dinraal,"A spirit of fire has taken the form of this giant dragon. Making its home in the Eldin region, it's said to have served the Spring of Power since ancient times. The flames that coat its body can make the surrounding area blazing hot, but Dinraal bears no ill will toward people. Few have seen it in the current age.",Ordrac,"Cet esprit du feu à l'apparence de dragon vit dans la région d'Ordinn. On dit de lui qu'il est le gardien immémorial de la source de la Force. Son corps enveloppé de flammes irradie une chaleur terrible, mais il semble ne jamais attaquer les humains. De nos jours, bien peu de gens ont eu l'occasion de le voir."
enemies,Monsters,Enemy_Dragon_Ice,Naydra,"A spirit of ice has taken the form of this giant dragon. Making its home in the Lanayru region, it's said to have served the Spring of Wisdom since ancient times. The ice that coats its body can make the surrounding area freezing cold, but Naydra bears no ill will toward people. Few have seen it in the current age.",Nedrac,"Cet esprit de la glace à l'apparence de dragon vit dans la région de Lanelle. On dit de lui qu'il est le gardien immémorial de la source de la Sagesse. Son corps enveloppé de glace peut tout geler aux alentours, mais il semble ne jamais attaquer les humains. De nos jours, bien peu de gens ont eu l'occasion de le voir."
